prompt,title,essay,c1,c2,c3,c4,c5,score
1,Transformações laborais,"['A noção de emprego, com remuneração e direitos, foi moldada a partir da Revolução Industrial inglesa. Boa parte das mudanças, inerentes a esse período histórico, deveram-se à criação das primeiras máquinas máquinas, que substituíram milhares de trabalhadores, fazendo-os ficar sem empregos ou a trabalharem de forma insalubre e mal remunerada.', 'Atualmente Atualmente, o mundo passa pela quarta Revolução Industrial, responsável por mudar as relações humanas profundamente, profundamente as relações humanas por meio da alta tecnologia. Porém Porém, ainda são poucos os países que conseguem conciliar as mudanças causadas pela inconstante era cibernética.', 'Existem no Brasil, mais Brasil mais de 11 milhões de desempregados, que veem seus postos de emprego serem preenchidos por robôs - mais baratos e eficientes para as empresas. Esse cenário tende a piorar, e em piorar e algumas profissões poderão tornar-se obsoletas obsoletas, devido à escassez de demanda por meio parte das empresas. Em contrapartida contrapartida, atividades voltadas para o desenvolvimento e aperfeiçoamento de softwares, bem como as que exigem o uso da criatividade humana, serão mais requisitadas, tendo em vista que os computadores apenas aprendem soluções, não sendo capazes de criar novas.', 'Portanto, cabe ao MEC implementar nas escolas metodologias em que com que os estudantes ganham ganhem cada vez mais conhecimento acerca do funcionamento do mundo tecnológico e laboral. Aperfeiçoando o ensino, tornando-o cada vez mais moderno, instrutivo e instigante aos interessados. Então Então, o Brasil terá profissionais capacitados, preparados desde cedo para os diversos cenários que o futuro possa vir a apresentar.']",120,120,120,120,120,600
40,Em busca do corpo ideal,"['Algum tempo sempre se defendeu a ideia de mente sã enum corpo são, infelizmente em pleno século XXI esse ensinamento tão antigo parece esta cada vez mais distante . Em uma sociedade de consumo que “vende modelos inatingível de perfeição”, é natural que ocorram danos físicos e psicológicos. O indivíduo cada vez mai se submetem a padrões inalcançáveis como; tratamentos, cirurgias . Causa danos reais á saúde ou até mesmo á morte. Um exemplo é caso que chamou bastante atenção da mídia foi Andressa urach vice-miss bumbum, ficou entre a vida e á morte após ter colocado hidrogeu nas coxa . Nessa perspectiva o indivíduo cuja não está adequado sofrem como vítimas isoladas. Depressão, distúrbios alimentares, bulimia e anorexia são alguns efeitos psicológicos de um ideal não alcançável para aqueles que não obtiveram seu objetivo, muitas vezes proposto pela mídia ou por amigos que buscam essa perfeição de qualquer maneira. É preciso, portanto, que se reflita sobre esses padrões corporais que nos é imposto cada dia. É preciso que o indivíduo seja mais flexível consigo mesmo. A escola pode levantar esses questionamentos sobre os estigmas corporais. A mídia por sua vez, deve assumir uma responsabilidade e promover umas reflexão. Quem sabe assim a sociedade compreenda que a beleza esta no seu aspecto plural.']",120,120,120,120,120,600
38,Melhor prevenir do que remediar,"['Uma discussão tem sido gerada em torno da autorização da substância fosfotanolamina sintética, conhecida popularmente como ‘’pílula do câncer.’’ Mas a questão da liberação da pílula seria de caráter político ou científico?', 'Primeiramente, é necessário lembrar que a Agência Nacional de Vigilância Sanitária (Anvisa) vê com preocupação a substância, visto que não foi testada em pessoas, seus efeitos são considerados variáveis, podendo apresentar melhora momentânea, como também danos irreversíveis ao sistema nervoso central.', 'Segundamente a aprovação no Congresso Nacional sofreu grande pressão popular, já que todo paciente diagnosticado com neoplasia maligna, por natureza humana, seria capaz de ingerir qualquer remédio que pudesse apresentar melhora, por menor que fosse. Ignorando assim, todos os efeitos colaterais que a droga pode oferecer.', 'Portanto, é de extrema importância que a Associação da Indústria Farmacêutica de Pesquisa seja a responsável por julgar a droga eficaz ou não, fazendo assim, a realização dos testes pré-clínicos, logo em seguida realizá-los em organismos vivos e seguir a sequência de requisitos exigidos para assegurar a eficácia do medicamento. Dessa forma, evitaria a legalização de uma irresponsabilidade e pouparia a população de consequências incertas.']",120,120,120,120,120,600
28,A Constituição reveste à manifestação,"['É indubitável que a Constituição brasileira assegura o direito à liberdade de expressão e de pensamento, tal como o direito à manifestação, tendo seus preceitos baseados no Pacto de San José da Costa Rica, em que o Brasil ratificou em 1992. Contudo, a sociedade brasileira tem minorizado o uso do direito à manifestação ; essa situação pode ter decorrido tanto da ausência da eficiência de suas condutas, para atingir o resultado desejado, quanto da repressão que se dá- em alguns casos- pela autoridade policial.', 'Como uma das normas do ordenamento jurídico, têm-se o direito de expressar a liberdade de pensamento, sendo adotado, também, em manifestações; essas condutas visão atingir fins que consagrem à melhoria da qualidade de vida, da sociedade.  Denota-se uma diminuição dessas condutas, na contemporaneidade; em que pode ter se dar pelo ""desprezo"" da administração direta, em representação dos políticos,- para com a sociedade, deixando às exigências da população sem respostas- minorizando a quantidade de manifestantes ou até mesmo das manifestações.', 'Bem como Nelson Mandela já dizia, que se deve inspirar esperança onde há desespero; pois a sociedade brasileira tem sofrido ingerências, pelo poder público, em suas manifestações gerando uma ausência futura de outras novas manifestações ; sem contar o descaso da polícia em resolver de forma pacífica, (pois é o que mais se nota) em que suas atitudes têm mais caráter repressivo do que preventivo.', 'Tendo em vista os aspectos observados, os indivíduos poderiam promover, como bem dizia Nelson Mandela, a esperança em seus semelhantes e junto à administração direta e indireta, com os respectivos representantes, disseminarem à repressão, quando necessária se fizer, e atribuir segurança de forma pacífica aos participantes das manifestações.']",120,160,120,120,80,600
3,Os perigos da uniformidade,"['A revolução transumanista é a alteração ou estabilização de características da espécie humana por meios externos. Dentre os diversos aspectos dos pelos quais podem ser analisados essa mudanças analisadas essas mudanças, alguns merecem destaque, tais como a retirada da individualidade humana, assim como, um segregarismos  ainda mais forte do que temos hoje. Dito isso, é imprescindível analisar essa questão.', 'A principio princípio, pode ser dito que essa revolução poderia trazer uma potencialização de características consideradas boas e a exclusão de características vistas como ruins. Desta Dessa maneira, podemos imaginar uma sociedade sem individualismo, uniforme em todos os sentidos. O fortalecimento físico, a ausência de doenças e a estabilidades de emoções são algumas de suas promessas. Ou seja, a perda do que nos torna únicos e diferentes uns dos outros.', 'Além disso, é importante ressaltar que esse tipo de tecnologia, não tecnologia não estaria disponível a à população em geral, devido o ao seu auto alto custo. O seu uso estaria restrito a uma pequena parcela que se tornaria mais forte e com totais condições de domínio sobre os considerados inferiores. O mundo já passou por algo semelhante como a escravidão dos negros no Brasil ou o nazismo na Alemanha.', 'Logo, é evidente o problema da revolução transumanista merece maior atenção por parte da sociedade, que ainda não a compreende. Desse modo, uma das alternativas a serem tomadas é a união de especialistas e do poder público no sentido de proteger a população e elucidar essa questão.']",120,120,120,160,80,600
24,"Quanto mais rentável, mais violento","['É notável que a violência causada pelo tráfico de drogas, hoje, nas comunidades do Brasil, é um problema. Tal violência surge por conta dos consumidores, que mantêm esse comércio ilegal aquecido e tornam o tráfico de drogas uma atividade muito rentável.', 'Prova disso, é que, segundo a ONU, houve um aumento no consumo de drogas no Brasil nos últimos anos. A maior procura dos usuário pelos tóxicos reflete na busca por mais territórios nas comunidades, por parte dos traficantes. Por vezes, as mídias retratam cenários de guerra, onde os grupos e seus líderes buscam dominar outras regiões para assim conquistarem mais espaço nesse mercado.', 'Além da demanda, o tráfico é uma atividade rentável e que se transforma em oportunidade de renda para os jovens das comunidades. De acordo com o IBGE, a maioria dos moradores das periferias apresenta um baixo grau de escolaridade, fazendo com que o tráfico se torne uma atividade mais lucrativa do que empregos formais em que se exigem uma instrução menor.', 'Por fim, é importante que as leis se tornem mais severas tanto para quem vende quanto para quem compra os tóxicos. Afinal, com a diminuição desse comércio é possível que a violência no trafico também diminua e que outras atividades - agora legais - se tornem também rentáveis.']",120,120,120,120,120,600
13,Os riscos da posse de armas no país da ignorância,"['O Brasil vive uma epidemia de homicídios nas últimas décadas. A violência é comum a países com alto grau de desigualdade social - como o Brasil.', 'O decreto que flexibiliza a posse de arma, bem como, os anseios de uma parcela da população que concorda com este , põe em cheque a fragilidade do estado em garantir a segurança aos cidadãos pagadores de impostos.', 'A violência escancarada nos jornais não é resultado da falta de armas e sim do excesso delas, principalmente por estarem “nas mãos erradas” . Outro fator que corrobora com o aumento da violência é a falta de investimentos em educação e emprego. Uma população sem expectativas, sem oportunidades, se torna muito mais vulnerável e atraída para o tráfico de drogas, armas, etc.', 'Portanto, para conter a escalada do número de homicídios, é preciso ir além de decretos e leis que “joguem” ainda mais armas diante de uma população que carece do básico. Carece de educação, de emprego, saúde e dignidade.']",120,120,120,120,120,600
0,Carnaval,"['A cultura brasileira é resultado da mistura de raças, etnias, crenças, valores, crenças e valores, entre outros elementos. Logo, o carnaval é fruto dessa miscigenação. Por isso, afirmar que essa festa - sinônimo de alegria e união - não deve receber contribuições externas, é externas é um equívoco.', 'Ademais, na contemporaneidade, vive-se uma realidade globalizada, o que resulta na unificação política, econômica e, também, cultural. As interferências culturais não são mais vistas como uma ameaça, mas sim como um meio de unificar a humanidade.', 'Nas últimas décadas, os sambódromos têm sido palco de inúmeras questões políticas, geográficas, ideológicas ou étnicas. Essa festa não tem apenas retratado a realidade brasileira brasileira, como também a realidade universal. Destarte, por que não inserir a cultura nativa nos diversos espaços ou contextos?', 'Intelectuais da literatura, como Oswald de Andrade, defendiam a aglutinação cultural estrangeira para, assim, criar uma nova cultura. Portanto, a troca de culturas é algo idealizado há tempo.', 'Por conseguinte, é imprescindível que cada indivíduo perceba o povo como um só - único, universal - mesmo repleto de diferenças. Dessa forma, a inserção de culturas distintas, onde quer que seja, será vista como parte de um todo e não como símbolo de discriminação ou preconceito.']",120,120,120,120,120,600
9,O preço de um sonho,"['A educação e a formação universitária é são o sonho de consumo de milhões de pessoas que desejam uma vida profissional bem sucedida bem-sucedida ou uma vida acadêmica de sucesso. Para que isso se concretize são necessários anos de preparo, que se inicia iniciam no ensino fundamental e que se estende estendem até o final do ensino médio; isso sem levar em consideração aqueles que optam por fazer um cursinho pré vestibular pré-vestibular - muito devido a à péssima qualidade do ensino público.', 'Atualmente quem paga as despesas das universidades públicas brasileiras é a população como um todo por meio da arrecadação de impostos. O problema com esse modelo, é modelo é que tal sistema é extremamente injusto com a população mais pobre da sociedade pobre. Essa forma de subsídio é injusta, uma vez que a cobrança de impostos é pelo consumo, a população mais pobre da sociedade acaba pagando maior parte da conta, ao mesmo tempo em que as cadeiras dos cursos universitários públicos são ocupados ocupadas pela população que possui mais condições financeiras. Em outras palavra palavras, o atual modelo de subsídio universitário é um gerador de desigualdade social.', 'Uma das maneiras de alterar tal quadro seria o estado brasileiro copiar modelos que são adotados mundo a fora, como o caso do o do sistema universitário Norte americano norte-americano, que além dos recursos públicos é subisidiado por doações anuais bilionárias de ex alunos ex-alunos, e também pelos alunos que possuem condições financeiras para bancar o valor integral ou parcial da sua formação acadêmica. Dessa forma, o estado não ficaria tão sobrecarregado com impostos e a população de baixa renda não seria tão prejudicada.', 'Em virtude dos fatos mencionados, é de extrema urgência o estado brasileiro adotar outras formas de subsídio universitário, seja através da cobrança daqueles que possuem condições financeiras para bancar sua própria formação acadêmica, seja através de doações do setor privado, assim como ocorre nos Estados Unidos.']",120,120,120,120,120,600
2,Órgão Máximo,"['O Supremo Tribunal Federal (STF) encontra-se no topo da hierarquia do poder judiciário Poder Judiciário e, nesse sentido, ele pode ser entendido como a lei máxima do país, ou seja, é o grande guardião da constituição Constituição federal. Nesse contexto, é indubitável que as decisões tomadas pelo STF envolvem a população brasileira. Sendo assim, a opinião pública e a maior instância do poder judiciário são estão diretamente ligadas.', 'Primeiramente, é importante ressaltar que que, nos últimos anos anos, a Suprema Corte teve protagonismo no cenário político brasileiro. A intensa divulgação das atividades do Supremo pela mídia tradicional e pelas redes sociais fizeram com que as decisões tomadas pelo por esse Tribunal ganhassem audiência global. Ademais, a cúpula do poder judiciário Poder Judiciário brasileiro tomou medidas que não envolvem questões processuais baseadas na lei (fato que gera impunidade).', 'Em uma segunda análise, constata-se que a maioria da população - segundo pesquisa Datafolha - não aprova o trabalho do STF. Essa situação se configura porque o público está mais atento às decisões tomadas pelo Supremo. Pois muitas das vezes Supremo, que, muitas vezes, parecem julgamentos de advogados de corruptos ""graúdos"" e não de ministros cuja função é preservar a constituição Constituição.', 'É evidente, portanto, que é necessário e incontestável a ação da Suprema Corte. Porém, com o intuito de ter aceitação geral da nação e defender a carta magna Carta Magna, é fundamental rever como estão sendo feitas as definições nomeações dos ministros. Outrossim Outrossim, é importante verificar os erros cometidos para que os mesmos não sejam repetidos.']",120,120,120,120,120,600
40,A verdade por trás das cirurgias plásticas,"['Em cada ano que se passa, mais de 23 milhões de cirurgias plásticas são realizadas ao redor do mundo. E o brasil, tem ocupado a segunda posição no ranking mundial. E as mulheres, por sua vez, representam mais de 80% das pessoas que realizaram cirurgias plásticas, que entre elas, em destaque foram:  a lipoaspiração e a prótese mamária. Contudo, nota-se que a busca pelo corpo perfeito e a insatisfação da beleza natural, está presente em grande parte do mundo conteporâneo. As revistas e a mídia tem grande impacto no índice das cirurgias, devido a criação de estereótipo tanto femininos, quanto masculinos. A modelo Andressa Urach, é um grande exemplo: a brasileira passou semanas internadas devido a grande doses injetadas de hidrogel nas coxas. Outro caso é o de Célsio Santebañes, mais conhecido como Ken humano; ele fez várias modificações cirurgicas em busca do rosto perfeito, parecido com o do boneco, ken .A busca pela perfeição ou o estereótipo imposto pela sociedade, nem sempre dá certo, havendo grandes complicações e até mortes. Devido a grande consumição das cirurgias, muitas pessoas que não tem condicão financeira, buscam por procedimentos mais baratos, sendo assim,  mais perigosos. Em virtudes dos fatos mencionados, conclui-se que, cirurgias plásticas está ocupando grande espaço atualmente, tornando-se já uma obsessão entre a população. Dificilmente o auto bem estar consigo mesma é suficiente para não realização de procedimentos médicos. Tendendo a cada vez mais aumentar o consumismo na forma física e anatomica.']",120,160,160,160,0,600
24,"Na sociedade brasileira, as drogas","['Na sociedade Brasileira as drogas tem sido um grande problema, durante os anos 80 e 90 foi crescendo a venda e uso delas no pais até chegar no estado que está hoje.', 'A venda de drogas ilícitas no território brasileiro é totalmente proibido e o código penal prevê pena de até seis anos de reclusão, mas essa lei só vale para quem vende já o comprador não é preso, somente é forçado a fazer trabalho comunitário e logo sai limpo disso.', 'Mas porquê isso ocorre? simples , só se vende pois tem quem compre, se os usuários também sofrerem algum tipo de repreensão os números de compradores vai diminuir. Mas perante a legislação o usuário não é criminalizado por quê está apenas comprando e o maior malfeitor é o vendedor que instiga as pessoas a usarem.', 'Porém, os usuários também tem culpa muito do que tem acontecido no Rio de Janeiro é culpa deles, muitos não tem dinheiro pra comprar a droga e acaba roubando ou até matando para conseguir dinheiro .', 'Portanto, medidas são necessárias para resolver esse empasse, campanhas vinculadas a ONGs e instituições de reabilitação podem ser uma saída e a criminalização do uso das drogas também é necessária e os usuários não devem ser somente presos e esquecidos nos presídios e sim apoiados a não usarem mais nenhum tipo de droga e depois de se recuperarem devem ser incluídos de novo na sociedade.']",120,160,80,80,160,600
14,Imigrantes,"['A população do nosso país foi formada, em grande parte, por imigrantes portugueses, africanos (foram trazidos à força em navios negreiros), italianos, japoneses entre outros . Cada um fez parte de um período histórico dessa nação, com contribuições para a estrutura econômica, política e agrícola. Na contemporaneidade o Brasil continua a receber essas pessoas que vem de guerras, crises econômicas, perseguições religiosas e políticas e tantos outros motivos.', 'Nos últimos anos, migraram os haitianos, bolivianos, coreanos, angolanos, sírios e recentemente em 2018, os venezuelanos, que estão fugindo da crise em sua pátria.', 'A Declaração dos Direitos Humanos garante o direito à vida, à liberdade, ao trabalho e a educação, sem discriminação, a todo ser humano. A posição do Brasil deve ser a mesma do século XIX e XX, quando recebeu diversos imigrantes e agora na contemporaneidade , a de continuar aceitando a migração dessas pessoas, pois estará cumprindo os direitos humanos, que são inerente a todos independente da nacionalidade, idioma, etnia ou qualquer outra condição.', 'Eles migram carregados de necessidades básicas e elas devem ser atendidas com prioridade, como a documentação, moradia, saúde, educação, higiene, alimentação e renda. Mesmo o nosso país sendo subdesenvolvido, não pode deixar de garantir esse direito à vida aos imigrantes.', 'Em suma, há muitas ONGS e instituições religiosas que ajudam essas pessoas. O governo pode subsidiar esses lugares com o recrutamento de voluntários da área da saúde, educação (com foco no aprendizado da língua portuguesa) e orientar sobre a procura por trabalho e abrigos para os imigrantes.', 'É preciso, também, ter um olhar para os filhos deles, que estão em período escolar e orientar as escolas a desenvolverem projetos com os alunos sobre a xenofobia, o bullying e a discriminação; procurar trazer a cultura dessas crianças e adolescentes ao conhecimento dos discentes brasileiros, para que se desenvolva empatia e respeito à diversidade cultural.']",120,120,80,120,160,600
4,Injustiça ou impunibilidade,"['A prisão do réu após a condenação em segunda instância é algo que já foi discutido em ocasiões passadas e vem sendo discutido novamente no Brasil. Com isso, levante-se levanta-se a questão se é justo ou não tal atitude ato antes mesmo de esgotados todos os recursos cabíveis, ou seja, antes do trânsito em julgado.', 'O primeiro aspecto a ser abordado é que atualmente, no Brasil, o réu é preso logo após a condenação em segunda instância, momento em que ele passa a cumprir sua pena. No entanto, isso vai está em desacordo com um dispositivo da constitucional constitucional, que versa que o réu só poderá ser preso após o trânsito em julgado, bem como fere o princípio da presunção de inocência.', 'O segundo aspecto a ser frisado é a questão da impunibilidade, haja vista que se a justiça brasileira decretar a prisão do réu só depois de esgotado esgotados todos os recursos cabíveis, a sensação de não punição impunidade aumentaria entre as pessoas e, por conseguinte, os delitos aumentariam, gerando ainda mais morosidade na justiça brasileira.', 'Dessa forma, torna-se evidente que a prisão do réu seja deve ser logo após a condenação em primeira instância, para que a sociedade acredite na função punitiva do Estado, e os delituosos possam ter o mínimo de sensação de punibilidade por parte do Estado. Caso contrário, a morosidade processual impactaria ainda mais, devido aos grandes números de processos tramitando perante à na justiça brasileira.']",120,120,120,120,120,600
28,O poder político sobre a mídia e poder da mídia sobre a população,"['A mídia exerce total influência não só setor da comercialização. Mas na política também, o fato da imprensa expor os roubos aos cofres públicos gerou uma revolta na população levando os mesmos as ruas. E agora, ? Por que não há manifestação?', 'Em 2016, o que mais se viu nos telejornais foram os escândalos da lava-jato, a maioria dos políticos envolvidos era do partido do PT . O que gerou mais indignação na população pois era o partido que mais defendia as classes baixas o qual favoreceu durante todo seu mandato toda sua permanência no poder. Mas os furtos exposto pela mídia foram tão altos que a única solução encontrada era a saída da ex-presidente Dilma.', 'O porque mais cabível para não haver manifestação, é o fato da mídia ter dado ênfase às novas leis que podem ser aprovada ainda este ano. Talvez esse tenha sido uma forma de tirar o foco dos problemas ainda existente no país. Pois os índices de desemprego continua crescendo e a economia continua estagnada.', 'Portanto, é necessário buscar outras fontes e ter conhecimento histórico de cada partido e de cada candidato. Pois sabe-se que a mídia passa aquilo que lhe convém ou melhor aquilo não pode ser censurado pelo governo.']",120,120,120,120,120,600
3,A solução está no futuro,"['Não seria uma utopia imaginarmos que em anos futuros estaremos vivendo em um mundo com pós-humanos. O transumaníssimo é pratica que visa o aprimoramento da capacidade humana seja na saúde ou nas suas habilidades cognitivas, e esse tema pode ser abordado por diversas óticas. E dentre tantos fatos relevantes óticas, entre as quais destacam-se: a cura de doenças e seletivíssimo seleção social dos benefícios.', 'Cabe salientar, que olhando para o passado passado, seria impossível imaginarmos certos feitos realizados pela medicina atrelada a à tecnologia, como o transplante cardíaco ou uso de próteses de ultima qualidade última geração. Com Como dizia Steve Jobs ""a tecnologia move o mundo"" e no mundo está inserido inserida a medicina. É fantasioso o pensamento de que podemos erradicar as doenças do dia para a noite, mas é possível por meio do transumaníssimo transumanismo conquistar a cura de várias doenças que ceifam a vida de muitos diariamente.', 'Por outro lado, tentar proibir a evolução da tecnologia por motivo de seletivíssimo seleção social dos benefícios é equivocado, porém é de se atentar notar que no princípio os mais privilegiados serão os detentores de maiores recursos. O progresso tecnológico não resolve a redistribuição de renda, mas é evidente que com o tempo a cobertura do processo do transumaníssimo transumanismo tende a atender a todos.', 'Diante dos argumentos supracitados, percebe-se que o transumaníssimo transumanismo pode ser o futuro e seus benefícios tem que ser desfrutados. E cabe a à esfera governamental desde já criar leis em proteção e justa distribuição da mesma dos mesmos para que todos sejam beneficiados tudo beneficiados. Tudo isso em prol de uma condição de vida cada vez melhor.']",120,120,120,120,120,600
21,Dependência Rodoviária,"['Uma das famosas frases de Mahatma Gandhi diz que o futuro dependerá daquilo que fazemos no presente, e a greve dos caminhoneiros vai gerar consequências , como o impacto econômico que a falta de abastecimento causou.', 'A reivindicação para redução do preço do diesel, é valida visto que, além de sofrer com longas viagens e curtos prazos de entrega, o preço alto tornaria o trabalho inviável. Esta greve fez perceber o quão refém o país é do transporte de cargas por rodovias.', 'Esta dependência é resultado do governo JK, que investiu quase que exclusivamente no transporte rodoviário, deixando outros meios em segundo plano. E mesmo priorizando a malha rodoviária não quer dizer que esta seja de qualidade, muitas estradas no Brasil estão em péssimo estado, que podem causam acidentes e atrasos que aumentam o valor final do produto. Quem foi mais prejudicado foi o cidadão comum que sofreu com o desabastecimento e teve sua rotina interrompida. Mas foi um sofrimento que pode servir para abrir os olhos do governo.', 'Portanto, cabe ao ministério dos transportes investir mais em ferrovias e hidrovias, para não deixar o transporte rodoviário sobrecarregado e uma reforma tributária, que não resolveria o problema de imediato, mas seria um importante passo. Foi anunciado um corte de impostos, e isso aumentará a divida, então podemos esperar por uma transição difícil, temos que aguentar as dificuldades, pois a luta de agora pode melhorar nosso futuro.']",120,120,120,120,120,600
8,A ciência é uma instituição legítima,"['Rene René Descartes e Galileu Galilei são duas figuras ícones icônicas (ou dois ícones) da ciência. Esses pensadores produziram um tipo de conhecimento fundamentado no uso da razão e da experimentação. Desde o século XV XVII, a credibilidade da ciência tem sido legítima. Apenas o conhecimento religioso e o conhecimento filosófico intentam questionar os vieses científicos, no entanto, sem êxito. Diante dessa perspectiva, cabe avaliar os fatores que favorecem esse quadro, além do papel social da ciência na atualidade.', 'Deve-se, pontuar Deve-se pontuar, de início, que a construção histórica da ciência, enquanto instituição social do saber e do conhecimento, não se baseia no senso comum e muito menos no conhecimento religioso: bíblico ou encantado. Max Weber traçou o perfil sociológico da ciência: instituição da racionalidade e do cálculo, da experimentação e da exatidão. Característico do mundo ocidental, a ciência tem legitimidade e credibilidade, desse modo, os que acreditam e constroem essa instituição não hesitam e defendê-la.', 'Embora o conhecimento científico seja questionável e refutável, os discursos e métodos da ciência não deixam de ser válidos e cumprem uma função social de explicação e compreensão em suas épocas vigentes. Michel Foucault afirma que os discursos científicos produzem verdades, mas não são verdades absolutas, inquestionáveis. Elas são reflexões e técnicas, métodos e experiências, creditadas e aceitas socialmente.', 'Sendo, assim, Sendo assim é indispensável reforçar a legitimidade da ciência e sua contribuição para a sociedade: a produção de remédios, a produção de tecnologias, a construção de ideias políticas, os avanços no sistema de longevidade longevidade, entre outros, apenas reverbera reverberam a importância dessa instituição, na história, e cumpre cumprem uma função social, hoje em dia, de facilitar a vida das pessoas na sociedade.']",120,120,120,120,120,600
6,Corrigindo erros,"['Em uma primeira análise, ressalva-se ressalte-se a importância dos laços internacionais para a preservação dos interesses brasileiros, no brasileiros. No mundo globalizado sobra pouco espaço para individualismos, pois pois, mais do que nunca, questões quanto a à preservação ambiental se tornaram mundiais, devendo as nações trabalharem juntas para se alcançar alcançar meios eficazes de proteção das diversas áreas florestais.', 'Considerando a prévia colocação esses aspectos, é de interesse brasileiro que esses laços internacionais sejam fortalecidos, pois planos de proteção como o acordo de Paris são de amplo interesse brasileiro, já que nosso país possui algumas das maiores reservas florestais do mundo. A manutenção desses laços significa reconhecer a gravidade do problema e aceitar incentivos direcionados a sua solução.', 'Levando isso em conta, a questão da soberania que foi posta na balança se torna irrelevante, já que o interesse da preservação é tanto nosso quanto dos demais países, e os incentivos fortalecem também a economia pois o país sustentável se torna turisticamente atraente para a população mundial.', 'Em uma última análise, reforça-se que não é a soberania nacional que está em jogo, mas a imagem do Brasil como país capaz de tomar decisões racionais. É necessário que a população demonstre sua postura e influencie nas decisões dos nossos representantes para uma boa manutenção de laços internacionais com consequências benéficas a longo prazo mundial e nacionalmente, pois afinal pois, afinal, como refletia disse Confúcio, ""não corrigir os erros do passado é o mesmo que cometer novos erros"".']",120,120,120,120,120,600
9,Universidades públicas para todos,"['Apesar dos recentes cortes no financiamento das Universidades Públicas universidades públicas, as universidades públicas brasileiras são exemplo em qualidade de gestão, ensino e pesquisa. Por um lado, precisamos desenvolver outra forma de financiamento para as universidades aproximando-as de uma parceria junto ao setor privado, e por outro, temos que nos atentar a equalização do refletir sobre o acesso a elas para as camadas mais socialmente vulneráveis vulneráveis socialmente.', 'Hoje no Brasil, seis entre dez universidades que mais registram patentes são públicas. Apesar dessa excelência demonstrada em dados, parte significativa daquilo que é produzida produzido no ambiente acadêmico não é aproveitada aproveitado de fato juntos junto ao setor privado com potencial de desenvolvimento econômico e social, muito social. Muito se tem produzido, embora nem sempre seja usado para o desenvolvimento econômico e social, existe aí um descompasso, entre o que se produz e o que é aproveitado.', 'Embora tenham ocorrido progressos, o acesso às universidades públicas encontra-se longe da universalidade, quanto a oportunizar a maioria da população brasileira, não deixando de reconhecer os avanços recentes. Contudo, legislações leis de suma importância deram celeridade e implementaram cotas e metas quanto a à criação e reserva de vagas nas universidades.', 'Por fim, é preciso criar legislações leis ou fortalecer as já existem existentes que possam garantir o financiamento e fortalecimento das universidades. Fazem-se necessárias Políticas Públicas políticas públicas, que incentivem as parcerias públicas junto ao setor privado, como forma de contrapartida ao financiamento do fomento à pesquisa e desenvolvimento social. Assim, garantirá os avanços expressivos na criação de novas vagas nas universidades, destinando mais recursos, mesmo que para isso seja necessário à criação de novas formas de subsidiar, de forma a complementar as já existente existentes.']",120,120,80,160,120,600
30,Perigos do universo digital,"['A tecnologia, se não usada corretamente, pode trazer efeitos negativos na vida de uma pessoa. Isso se evidencia pelo grande número de perigos oferecidos pela rede , que podem ser desde problemas psicológicos, até práticas que colocam a imagem e segurança do indivíduo em risco.', 'Em primeiro lugar, é necessário haver uma maior atenção às crianças e adolescentes. O cyberbullying, também conhecido como ""assédio virtual"", é comum entre os jovens, a prática consiste em fazer piadas e brincadeiras ofensivas, a qual leva o indivíduo a desenvolver doenças como a depressão e muitas vezes pode levar ao suicídio.', 'Ademais, com a facilidade existente em compartilhar arquivos, é muito simples divulgar imagens e vídeos pornográficos, podendo ser feitos como forma de vingança por parte de antigos cônjuges.', 'Portanto, para resolução do impasse , cabe aos pais maior atenção em relação ao conteúdo acessado por seus filhos. Para pornografia e ao cyberbullying, é necessária uma intervenção governamental, o Ministério dos Direitos Humanos deve promover uma maior fiscalização a este tipo de crime, juntamente com penas mais rígidas.']",120,120,120,120,120,600
