id_imagem,lote,texto_referencia,texto_transcrito
7,1,"Segundo Dom pedro I I, que tiveram guardados os devidos  criticos, o papel de manter a unidade nacional por meio  povo brasileiro"" pôde Ser visto em varios setores desde  a cultura com a poesia o romance a atos plasticos  que tematizaram a indigenismo e os valores da socieda  de tipicamente brasileira.   A pluralidade a sociedade continua a estabelecer padão  de vivencias e compotamentos consideradas estabeleotipo  estigmas. São uns dos muitos exemplos de intoleância  ao multicuralismo Brasileiro A cultura que a humani-  dade produzia para melhor com diferentes do qual  filiam eminados. São superiores a alguém por causa  da cultura se mais telena filguentes ao sociedade a  Educação era entendido para o caminho da humani-  -dade   Cultura baseia em todos os habitos e constume  adquiridos por uma familia ao grupos de pessoas de  uma região e que podem se referir varios fatores  como literatura cinema arte dança musica, valores  morais ao desenvolvimento humano. Sendo assim  distintas por grupo Sociais. fundamentadas em  condições de classe de uma profunda desigualdade  Social. em pede <Ilegível> de diversos aspectos.   por tanto o desenvolvimento a cultura é importante  entendida agui como um conceito amplo. O <Ilegível>  to é a melhoria a memória a tradição e futu- o  -ro tem uma capacidade de Sustentar esses empe-  dimentos culturais para se caminhem. concessões á  modo dão origem frequentemente modestas em temos  de publicos.",Transcrição mockada para 7
8,1,"É notório que o Brasil sofre um ""apartheid cul  tural"", ou seja, há uma segregação das regiões mais  pobres de onde localizam os centros culturais. com-  tudo, há um entrave <Ilegível> que impede a democra-  tização do acesso à cultura nas áreas que sofrem  em maior índice com tal desigualdade socioeconômico.   Em primeira analise percebe-se que falta de inves-  timento dos orgãos do governo é um fator contribu-  inte quando se trata da popularização da  cultura no  Brasil tal fator traz como consequência nos jovens  e adultos desfavorecidos culturalmente, o que aca-  rreta em brasileiros com baixo desenvolvimento do  senso crítico e analítico.   Ademais, vale ressaltar que a falta de acesso aos  meios culturais, dada pela distância e preços que não  se encaixam nos bolsos dos proletariados brasilei-  ros acabam ocasionando desinteresse pelas va-  rias formas culturas existentes no país alem de  separar ainda mais a população carente das  apresentações culturais expostas nas cidades e nos  estados em geral.   Destarte, medidas são necessárias para resolver  o impasse cabe ao Ministério da Educação jun-  tamente ao da cultura, criarem projeto que  integrem as escolas aos meios culturais existe-  ntes, afim de amenizar as sarreiras existentes  e proporcionando aos jovens e crianças uma  visão ampla do que e cultura e para despertarem  o senso crítico Alem disso cabe as cidades bus-  carem parcerias com empresas de prol social para  criarem espaços de acesso gratuito e com oficina de  arte nas regiões desfavorecidas socialmente com  o objetivo de incorporar essa parte da população  brasileira com meio cultural do país.",Transcrição mockada para 8
9,1,"A Carta Magna de 1988 apregoa como um direito fundamental do cidadão o di-  reito à cultura Entretanto a democratização da cultura no Brasil ainda é um en-  trave aos preceitos da lei seja pela ineficácia governamental seja pelo silen-  ciamento das mídias Nesse sentido a falta de infraestrutura e a escassa in-  formação nas redes sociais   Deve-se ressaltar inicialmente a falta de infraestrutura como uma das coi  sas do problema Dessa forma Bauman afirma em sua obra ""Instituições  Zumbis"" que as leis existem mas não funcionam da maneira que se propu  seram e sob essa ótica evidência exatamente o que acontece visto que o  Estado não propõe nenhuma melhoria para a cultura do Brasil Sendo assim  fica evidente a existência de graves problemas governamentais em gerir a  democratização da cultura no território brasileiro reforçando assim a escas-  sa distribuição de arte e do conhecimento científico em nosso país   Ademais o silenciamento das mídias agrava fortemente a problemática  Nesse contexto o professor Afonso de Albuquerque pontua em sua obra ""O Quarto  Poder"" que as mídias possuem grande influências em relação à sociedade e seus  meios de comunicação podendo assim divulgar mais sobre a arte para os in-  dividuos mas não <Rasura> cumprem com o papel que lhe foi dada de infor-  mar Nessa situação percebe-se a inerente relação com a democratização da  cultura no Brasil pois a população não tem acesso a mão ser que faça  pesquisas mais a fundo Vindo das próprias redes sociais para atrair mais  pessoas.   É necessário portanto que medidas sejam tomadas para que a democrati-  zação da cultura no Brasil seja levada mais a sério Para isso cabe  ao Governo criar campanhas por meio de instituições de arte com profis-  sionais que possam falar mais sobre o lado artístico do território bra-  sileiro Somando a essa ação as mídias sociais precisam dar mais a-  tenção para esse assunto garantindo assim boas informações para to  da população com o objetivo de instruí-los a se envolver com conhe-  cimento e saber do país.",Transcrição mockada para 9
1,2,"O carnaval de rua cresce a cada anos nas ca-  pitais do país, assim como a quantidades de  bloquinhos. É uma das festas mais populares do  mundo, sua origem é remota e tem associação  direta com o cristianismo, chegou do brasil, du-  rante o periodo colonial   É uma das melhores festas para a população  onde as pessoas saem na rua para se divertirem  e pra representa a sua cultura. As maiores festas  de contecem na cidade de São Paulo, Salvador, reci-  fe e Rio de janeiro, onde as pessoas saem nas ruas  desfilando e fantasiados.   Na minha opinião é bom porque nós se diverte  bastante, brincamos, conhecemos pessoas legais,  e é bom para o turismo. por outro lado não é  bom pois tem muita bagunça, e muitas pessoas  não sabem brincar.   Ser machista é ter atitudes e comportamentos  considerados ofensivos às mulheres, o que, de  fato era muito frequente na antiga Sociedade.   O machismo é exagerado de um individuo em  ser homem , que <Rasura> Boseia-se em a ler a mulher  como inferior e algo mocivo à toda Sociedade  reconhecer comportamentos sexistas e aprender a  evita-los é um processo necessário para o des-  construção de machismos, mas esses movimentos  não <Rasura> ser feito apenas por mulheres.",Transcrição mockada para 1
10,2,"O machismo é uma forma de superioridade do  gênero masculino em relação ao gênero feminino.  Uma pessoa machista é alguém que tem compor-  tamentos considerados ofensivos às mulheres. Antiga-  mente o machismo era muito pior do que é  hoje em dia, mas graças a muitos movimentos  feministas as mulheres já conquistaram muitas  coisas, como o direito ao voto.   Mudando de assunto, o carnaval é uma festa po-  pular que acontece todos os anos e é conhecida como  a maior festividade do Brasil. É um período de folia,  com desfiles e dança. O carnaval chegou ao Brasil atra-  vés das festas que ocorriam na Europa , no século XVII.   O machismo é um problema que está presente no  vida das mulheres diariamente e no carnaval isso não  é diferente. O termo ""Não é Não"" é um movimento  criado por um grupo de amigas que teve início em  janeiro de 2017, após um episódio de assédio sofrido  em um samba durante o pré carnaval no Rio de  Janeiro. O movimento ficou tão conhecido que hoje  faz parte das festividades dessa data.   Infelismente as mulheres que curtem as festas  ainda fazem muitas reclamações de assédio e  abordagens abusivas que sofrem nas avenidas da  folia. Por isso, é tão importante que os movimen-  tos feministas continuem acontecendo e que  as pessoas continuem sendo concientizadas sobre  esse tema.",Transcrição mockada para 10
11,2,"É do conhecimento geral que o machismo é um  assunto muito discutido, é um assunto que gera  muita discussão e preocupação. Vemos muito em festa  lugares públicos ou privados o carnaval serve de  exemplo ao decorrer do assunto.   Machismo é muito visto no carnaval, um evento  realizado onde no início mulheres de famílias não  deveriam participar, atualmente todas podem ir ao  carnaval mas em relação ás mulheres elas sofrem  a todo momento, se um homem chega até ela e ela o  recusa ou ignora ela é xingada e diminuida por não  querer ele, mas se aceita algo ela é fácil.   As mulheres não são vista 100% igal ao homem  em posições, existe um grande machismo envolvido,  as mulheres são violentadas agredidas e expostas por um  mínimo acontecimento há uma grande diferença entre  ser homem e mulher é muito mais facil ser um  homem nas ruas nos dias atuais.   Causas do comportamento agressivo masculino devem  ser detidas, devemos dá um basta, o papel da polícia  no atendimento a mulher vítima é muito importante,  exigir ações que o estado deve adotar assim garantindo  tratamento e acolhimento humano para vítimas de  violência e machismo.",Transcrição mockada para 11
12,2,"O Machismo é uma forma de Superioridade do  gênero maculino em relação Sexo feminino. Ser machista é  ter atitudes e comportamento considerados ofensivos ás mulheres,  o que de fato era muito frequente na antiga <Rasura>  Sociedade. Naquele tempo Elas deviam Ser Submissas aos  Seus esposos e cumprir todas as tarefas de casa  Perfeitamente para agrada-los. As garotas, definitivamente,  não tem voz na Sociedade e com o tempo cansaram-se  de ter que adutar a ideia de que os homens eram <Rasura>  Superiores a elas, então foram em busca de Seus  direitos e com o tempo conseguiram mudar esse contexto  histórico. mas, aí é que vem a dúvida, será que  realmente a coisas mudaram?   Hoje, quando ligamos a TV nos jornais é comum  nos deparamos com noticia , de que mulheres foram estrupa-  das Por um ou mais homens, o que já está se tornando  algo comum na Sociedade. E como se apenas isso já  não fosse algo desumano, há quem diga que a culpa  da ocorrência desses estrupos é delas , isso mesmo, das  vitimas.   O carnaval é um Período de festas. com folia,  fantasia , desfiles e danças. entretanto , atualmente tem Se tornan-  do tema de debates. O Principal questionamento levantado  Se refere ao uso indevido de Símbolos culturais em  Blocos e escolas de Samba. A Problemática Se desenvolve  a partir do Preconceito velado e da ignorância presente  na Sociedade. Podemos ver o mesmo enredo com atos  machista, homofobicos, dentre outros. O único caminho  A Solução Para isso é disseminar informação Para as  Pessoas.",Transcrição mockada para 12
13,2,"O machismo é uma forma do homem menos-  prezar a mulher, afirmando que as mulheres  sejam imcapazes de estar no mesmo nível  físico e intelectual dos homens.   Ter comporlamento desrespeitoso é uma caracterís-  tica do machismo. Na sociedade antigamente, as  mulheres tinham que ser submissa aos homens  , eles falavam por elas, misto, elas não tinham  voz na sociedade.   Ao decorrer do tempo, elas começaram a ter  voz, mas o machismo ainda assombra a so-  ciedade atual. As mulheres tinham que ter apenas  um homem e o homens? Eles poderiam e ainda po-  dem ter várias, pois se um homem está casado  e trai a sua esposa, a sociedade chama  ele de ""pegador"", mas se isso acontece no gênero  oposto, a mulher é difamada das piores pala-  vras de baixo escalão.   É íncrivel como a sociedade muita das vezes  compara o caráter com o gênero, culpando o seu  caráter duvidoso por seu gênero. Um exemplo muito  claro sobre machismo é o carnaval sair beijando  todo mundo.   Uma brincadeira bem popular é um grupo de ami-  gos disputarem quem beija mais bocas, é bem des-  colado né? so para os homens, as mulheres lêm  que arrecatadas do lar.   O que as mulheres lutam até hoje, é sobre igual-  dade, não ser <Ilegível> como incapaz, ter as mesmas  oportunidades que os homens, exercer a mesma pro-  fissão e ganhar o mesmo salario, não menos, porque  é mulher, pois ambos os gêneros têm capacidade de  ser e exercer o que quiser.",Transcrição mockada para 13
14,2,"<Título>Machismo   O machismo é um preconceito , movido por  opnioẽs e atitudes , Que se acaẽ a igualdades  de direito entre gêneros.   É inegavel o fato de que, na sociedade  contemporânea , a igualdade de gênero é algo  que existe apenas na teoria . O aumento  notório de crimes contra a mulher realizadas  na última década deve-se a inúmeros  fatores, a cultura machista em que estamos  inseridos dissemina valores como a culpa-  balizaçaõ da vítima. Muitas vezes a mulher  se cala por pensar Que é a culpada pela  violência Que sofre, acredita-se também,  Que apenas a violência física e sexual  deve ser denunciada, ou até mesmo que  a opressaõ moral é algo comum.   Há decadas atras o único papel das mulheres  era ficar dentro de casa, cuidando dos Filhos  da casa , e até mesmo do Seu marido. Hoje  em dia na atualidade as coisas melhoraram  bastante pra nós mulheres ao passamos por isso  <Rasura> esse tipo de comportamento se permitimos.  Um modo fácil de se defender da    <Título>CARNAVAL   O carnaval é uma período de festas com  bastante folia , fantasias, desfiles e danças  atualmente tem se tornado tema de debates.  O principal questionamento levantado se refere  ao uso índividuos de Símbolos culturais  em blocos e escola de Sambas.",Transcrição mockada para 14
15,2,"O machismo pode ter sido visto como algo normal  antigamente mas hoje em dia podemos ver, que é um  ato muito exagerado que um homem pode fazer com  uma mulher, e que é muito sem noção ter pessoas que  ainda acham que o homem pode ser muito superior a  mulher.   Esse assunto talvez algumas pessoas não podem levar  muito a sério, porém o machismo é algo que Todos devem  saber evitar caso esteja acontecendo com uma pessoa proxi-  ma a você ou você mesma já que nesse mundo muitas  pessoas sofreram ou ainda sofrem com isso, o machismo  pode gerar  muitos problemas na vida de uma pessoa, e que  pode levar a pessoa a ter medo de chegar perto de outros  homens.   E o machismo também pode acontecer em locais públicos  como em um bloco de Carnaval em que muitas pessoas  estão muito uma perto da outra e são vários tipos de  pessoas e o que pode acontecer isso e têm muitos homens  que acham que já que muitas mulheres estão com roupas  (fantasias) curtas ou pequenas estão dando liberdade a eles  para fazer o que eles quiserem com elas e tem uns que dizem  ""elas estão pedindo para serem abusadas ou estupradas""' e isso  é um pensamento muito idiota de se ter.   Já que o carnaval é um evento em que no Brasil é um  tempo de bricar e se divertir, ter a folia todo o início de  ano é costume do brasileiro então diversas pessoas pelo  mundo inteiro vem para o Brasil para se divertir neste  feriado que os brasileiros adoram muito. O carnaval é um  tempo de brincadeira e alegria e não de brigar e desavenças  por isso devemos curtir com segurança o Carnaval.",Transcrição mockada para 15
16,2,"O machismo é o comportamento onde os homens se  colocam em uma posição de superioridade sobre as mulhe-  res. Acontece em diversas formas desde momentos  sexistas até violência verbal e física contra as  mulheres. O machismo é um problema social grave  que afeta diversas festividades incluindo o Carnaval.  infelizmente a objetificação da mulher é frequente  em músicas, fantasias ou comportamentos nas festivida-  des do Carnaval.   Outro exemplo do machismo no Carnaval é o assédio  sexual Muitas mulheres vivenciam experiências  traumatizantes nas folias de Carnaval. O assédio  sexual não deve ser tolerado em nenhuma situação  e deve ser combatido em medidas punitivas e  preventivas.   Para combater o machismo no Carnaval é necessário  que todos sejam conscientizados sobre a igualdade e  respeito. As letras <Rasura> de músicas devem ser avalia-  das <Rasura> deve ser implantadas campanhas contra o  assédio e aumentar as ações de segurança  mulheres. das",Transcrição mockada para 16
17,2,<Título>Machismo no carnaval  <Rasura> Carnaval e uma comemoração que acontece todo  ano <Ilegível> de todas a comemoram mais não e tudo perFeito  assim e as mulheres sabem muito bem disso todo ano  acontece tabem uma coisa chamada machismo que algo  triste e Vergonhoso para nosso pais muitas mulheres  tem seus direitos violados a justiça e algo não se importa  <Ilegível> isso que acontece os homens na maioria das vesses  saem impunes e uma triste realidade para essas  mulheres os homens se aproveitam da mulheres nessas  epoca do ano eles a perseguem Feito loucos Fazer Fletes  a Força Faz as mulheres se <Ilegível> destas <Ilegível>  tentam ter relações a Força acabam com todo  a humanidade da mulher eles se aproveitam das  mulheres bebadas inconcientes um estrupo de ivuneravis  se aproveitam tabém da quantidades de pessoas  na quele lugar seu geralmente está lotado e tocar  na mulher violam o corpo da mulher  agora porque esse tipo de coisa acontece   na maioria das Vezes por por conta da edução  em muitas Familias acontece do pai ser a autoridade  maior <Ilegível> o homem e mais importante ou a mulher  dos homes tratarem as mulheres como brinquedo  de prazer e tabem mulheres que são machistas   Que deFende os homens que apoia que os homens  sejam dominadores controlando as musica até  o propia arte que sexualizar as mulheres.   não deVemos permitir esse tipo de coisa  poderiamos ajudar mais como poderiamos denunnciar  quando ocorre o obras podemos tabem parar  de criticar as roupas curtas porque  esse tipo de argumento não ajuda em nada  podemos tabem parar de sexualizar a Figura  Femina para propagar esse tipo de coisa  e tabem não Fazer esteriotipos.,Transcrição mockada para 17
18,2,"<Título>Machismo e carnaval     Reconhecer comportamento sexistas e apre-  der a evitar é um processo necessário para a des-  construção de machismos, mas esse movimento  não deve ser feito aPenas por mulheres. No carna-  val é muito alem de Fevereiro, é necessar debater  sobre quais ações são reprovaveis e quais devem  ser tomadas caso uma mulher esteja sob perigo  ou tensão gerada por um assédio. <Rasura> Não é Não,  Flete não é assédio Há uma diFerença emtre o fle-  rte e o assédio e é importante Falar sobre ela. A-  Pesar do ""Não é Não ter se Popularizado após uma  coletiva de mulheres investir em <Rasura> ade-  sivos Para o carnaval de 2017, há a ideia de que  insistir em Ficar com alguem Faz Parte do Flete  Não faz. Algumas campanhas nas redes socioais  mostraram como não exíste uma compreensão de  que o não é realmente não. Muitas pensam que  é uma questão de charme, timidez ou que a mu-  lher irá mudar de ideia mas a insistência em si  também amedronta quem está na rua Para se  divertir Em um vídeo da plataforma catraca liv-  re, é Possível ver como a oPnião Popular dos  homens de <Rasura> e assédio é diferente das mulheres  ""Se a gente <Rasura> trocou um olhar, não é chegar puxando  o cabelo, mas se colocar a mãozinha na cintura  ok!. Nada certo. Ela falou não, mas você ve no rosto  da pessoa quando é ""não, não é Quando é não, sím  ele disse.",Transcrição mockada para 18
19,2,"O machismo é a sensação de ser <Símbolo> e auto-  <Símbolo> conceito associado a um forte senso  de orgulho masculino Uma masculinidade exagerada  Que está na nossa sociedade <Símbolo> muito tempo  <Símbolo> tentam separar a que <Símbolo> de homem e  o que é de mulher.   Carnaval é o periodo de três dias anteriores a  Quarta-Feira de cinza dedicado a festejos, bailes  e desfiles.   Reconhecer comportamentos sexistas e aprender  a evitá-los é um processo necessário a des-  construção de machismos, mas esse movimento  não deve ser feito apenas por mulheres. No  carnaval e muito além de fevereiro, é nece-  ssário debater sobre quais ações são reprová-  veis e quais devem ser tomadas caso uma  mulher esteja sob perigo ou tenha gerado por  algum tipo de opressão.",Transcrição mockada para 19
2,2,"Os temas ""machismo"" e ""carnaval"" batem e combinam muito um  com o outro, pelo fato do número de machismo ser muito elevado  na atualidade, e principalmente em locais com muitas mulheres  que querem fazer suas próprias vontades e serem livres, exemplo,  blocos  de carnaval   Podemos começar falando do pouco poder do ""não é não"" das  mulheres em lugares agitados e lotados cheios de homens queren-  do suprir seus desejos, vontades e prazeres. A insistência dos homens  em suas falas para as mullheres é enorme, o ""não"" das mulheres  não tem tido muita importância nos últimos tempos para os mes-  mos fazendo os pensar que tem muito mais autoridade que nós, da  espécie feminina.   Hoje em dia o homem por se achar superior da mulher, acaba cau-  sando muita intriga e discussão com todo mundo. Por mais que o  machismo esteja em todos os lugares, os blocos de carnaval é  um alvo muito mais fácil pois as mulheres usam roupas decotadas,  fantasias que elas mesmo escolhem e gostam e o homens muita  das vezes julgam por simplesmente serem do gênero oposto   As roupas muito das vezes é o principal motivo do machismo  por suas vestes curtas as mulheres escutam xingamentos inapró-  priados pois o povo antigo já colocou na cabeça de uma grande par-  te das mulheres que ela não pode usar oque ela quiser que o homem  tem o direito de comandar oque ela deve ou não deve vestir onde  deve e onde não deve ir e estar.   Por mais que muitas mulheres hoje em dia entrem no movimen-  to feminista <Rasura> machismo é um tabu nunca quebrado.",Transcrição mockada para 2
20,2,"O Machismo ocorre na grande ma-  ioria das Vezes dentro de casa ou em  lugares onde não tem muito acaso do  publico como empresas;   O <Rasura> Machismo tambem pode aco-  ntecer un qualque lugar, o machismo nada  mais que uma opressaõ que o maioria dos  mulheres sogrem diariamenve pelo maioria  dos homems   O assunto tambem ocorri no carnaval  onde muitos mulheres sofrem assedio e ma-  chismo nesses eventos onde acontece uma  vez par ano e que ocorre Varios desfiles  un todo Brasil.",Transcrição mockada para 20
21,2,"Vivemas em uma sociedade <Título>Machismo considerada machis-  ta, onde podemos afirma que o machismo é como  um preconceito, expressado por opiniões e atitudes  que são opostas á igualdade de direitos entre home-  ns é mulheres.   A pessoa machista é aquela que acredita que  homens e mulheres tem direitos distintas na sociedade  que a mulher não pode au não devir ter os mesmo  direitos que as homens, au seja julgar a mulher como  inferior ao homem em aspectas fisicos, interlecutuais  e sacias. Pesquisas mostra que 83% das brasileiros  dizem haver machismo no brasil, já para 7% da papu-  lação diz que não existe desigualdade de gênero no  pais, sendo que a cada ano que se passar vem cres-  cendo mais e mais.   Na minha opinião nás mulheres temas o direito de  ser, escalher e fazer o que queremos, e que não de veria  essa desigualdade entre hamens e mulheres, e que todas  as mulheres são capazes de fazer oque qualquer  homem faz.   O carnaval acontece uma vez no ano por uns dias  em que as pessoas se fantasia de raupas aleatorias,  estravagante, cores chamativas e brilhantes, na verdade  vem com se sentir carfartável.   E já as mulheres se vestir com menas roupa, tipo  com roupas curtas e decotadas, e os homens colocar  isso como desculpas pra elas serem tacadas assediada  au estrupadas, eles sempre fazem camentarios desnece-  ssarios por as mulheres usarem essas raupas, e não  elas não usam <Rasura> pra passar par isso  usam porque gosta. do estilo da raupa.   Acho muito desnecessario por as homens fazerem esse  tipo de comentárias, só porque a mulher usa raupas curtas  nós mulheres devemos se vestir e sair como achamos <Símbolo>  melhor e se sentimas carfartavel.",Transcrição mockada para 21
22,2,"O carnaval de rua cresce a cada ano nas  capitais do País, assim como a quantidade de  bloquinhos a aglumeração de pessoas em cortejos  mais famosos. Porém,  não justifica qualquer aproxi-  macão maliciosa que <Ilegível> roçar partes intimas  propositalmente em mulheres nas ruas, nos transporte  publico e em qualquer É o clichê: Verão, Fevereiro, carnaval  usar roupas curtas não tem nada a ver com provo-  cacões, mas sim com a festa e liberdade de escolha  de cada um.   Dessa forma, justificar um toque, um olhar malicioso  e qualquer comentario  sobre a forma como a mulher  está vestida é algo que deve ser barrado além do  carnaval, se você for homem, procure não ficar atrás  de mulheres nessas Situações Porque elas podem ficar  extremamente desconfortáveis e se sentirem insegu-  ras, em relatar o incômodo,  peça licença. seja  educado. Passe ou fique junto de seus amigos Para  não constranger nenhuma mulher.   O machismo é o nome desdo as atitudes que  menosprezam o PaPel das mulheres na sociedade  na introdução do texto, Pode-se relatar sobre o  conceito de machismo e como ele Pode ser percebido  na violencia.   Pode-se falar também da importancia do estado  em atenuidades e acões que mobilizem e conscientizem  sobre a Problematica do discurso de ódio e da  violencia provocado pelo Machismo",Transcrição mockada para 22
23,2,"O machismo, acontece quando trata uma mulher  inferior ao homem.   O Brasil ainda e um pais pratiarcal e que os  homens dizem que a mulher e vitima de violencia  por que não se do respeito.   Machismo pode acontecer em varios aspectos,  fisicos, culturais e intelectuais.   ocorre tambem portante inferiaridade no  mercado de trabalho onde uma mulhe oculpa o  mesmo cargo que um homem, porem recebe menos.   Fora isso, tambem estar relacionado a  agressões, estrupos, <Rasura> violencia domestica e  submissão.   No periodo de carnavol podem e ocorrem bastante  casas de estrupos e agressoẽs, a quais as  maiorias das mulheres sofrem com isso.   E na maioria das vezes homens dizem que  a mulher que pede para serem estrupados  pelo o seu modo de vestir e o modo de su.   mais como desconstruir essa cultura tão  enraisada.  <Ilegível> investir ensinar na rede  para ensinar para terem mais entendimento  sobre o assunto e ensinar o que o homem  não pode fazer com o mulher.   Palestras paro ensinos oque as mulheres  pode fazer caso forem vitimos de machismo.   O machismo pode sim ser combatido,  mais tambem não e tão facil de <Rasura> se lidar  com esse assunto.   Por exemplo mais oportunidades de empregar  para as mulheres, mais segurança e ingualdade  e evitar a inferioridade entre uma mulher  e um homem.",Transcrição mockada para 23
24,2,"O machismo é um assunto muito delicado, pois  qual quer toque físico sem seu consentimento  torna-se uma denúncia. Os homens aproveitam da  situação, do local, da Folia, do entreterimento, da  comunicação entre diversas pessoas para puxar  assunto com sua vitima em vista <Rasura> descontrair sua  posição de bom moço, desrespeitar no toque físico ai  em sua palavras desncecessária causa desconforto  e afastamento da mulher em defesa.   O carnaval é diversos espaços onde inúmeras  pessoas saem na rua nos dias de comemoração e  folia , onde o espaço é aglomerado. As pessoas se  vestem de maneira aleatorias e fantasias chamativas,  decorativas e brilhantes.   Nisso as fantasias das mulheres são mais a amostra  mais vulgar, ao elas ser afetada, eles colocam em mo-  tivo suas vestes e eles não devem julgar e sim só  se manter no seu lugar e respeitar a mulher em qual  que posição que ela esteja. Nós mulheres temos o direito  de usar o corte de pano que quiser sendo ele mínimo  que seja.   As mulheres passaram anos para conquistar nos-  sos direitos de hoje em dia, nossos direitos políticos,  salários, Estudos, Viajens, reconhecimento sobre nos-  sas dúvidas diárias, estamos num mundo òtimo onde  temos o direito de vvier sozinhas, se manter sozinhas,  vida financeira sem participação de ninguém pra  se beneficiar sozinha.   Nós mulheres não devemos passar por situações  que diminuam elas mesmas, não merecer o mínimo  e sim o seu próprio máximo, se completamos e  somos nossa companhia de situações, ultrapassare-  mos tudo em seu devido conforto, temos a vida de  possibilidades e escolhas, então desvia-se de situa-  ções desconfortáveis em que encorajam você.",Transcrição mockada para 24
3,2,"O carnaval, é uma época de folia e  alegria, onde milhares de pessoas se  jogam nas ruas, para se divertirem em  blocos carnavalescos. Mesmo com uma boa  proposta, ainda há brechas para vários  problemas em nossa sociedade, sendo um  deles o machismo.   Muitos homens, se aproveitam dessa época para  assediar mulheres, ou até cometer o ato do  estrupo, deixando as vítimas vulneráveis e sem  chance de defesa. Tudo isso é ainda causado  pelos resquício da visão e do papel que as  mulheres, tinham antigamente.   Mas como um problema tão antigo, pode  persistir até os dias de hoje? Mesmo com tantas  leis e projeto de conscientização e inclusão,  esse ainda é um fato recorrente em nosso  sociedade. Os motivos variam desde a infância  conturbada, até as próprias inseguranças,  querendo ter controle de algo.   Estando tão enraízado em nossa sociedade,  é complicado de se achar maneiras de acabar  com o machismo no nosso dia a dia. Um do  agravantes, é a falta de educação dentro das  escolas, gerando indivíduos despreparados  para encarar a socidade. Porém também é  difícil ter uma boa educação, enquanto  recursos são desviados pela corrupção.   Causando diversos problemas, em nosso  país e no mundo, é inegavel o fato de que  a corrupção está diretamente relacionada  a eles. Dessa forma, um dos primeiros passos para  uma sociedade saudável, é ter bons  representantes e votar com base em propostas  e não sobre lado A ou B.",Transcrição mockada para 3
4,2,"<Título>Machismo no carnaval   O machismo contra as mulheres está ficando cada  vez mais frequente na sociedade brasileira. Muitas  mulheres sofrem com isso diariamente. Segundo  a história as mulheres sempre foram vistas  comos inferior ao homem. O fato de que elas  possam exercer direitos politicos, e escolherem  a forma de se vesti. Perante á lei, todos  saõ iguais seja qual for a cor, raça ou  gênero. O assédio sexual e moral são iden-  tificados facilmente por abuso de trabalho  na escola, nas ruas e até mesmo na  sua própria residência. As mulheres passam  por isso em todos os lugares. O truque  de forças está sempre para o lado mas-  culino, e a mulher se torna a sua  principal vítima por ter dito um ""naõ.""  Pesquisas afirmam que mulheres solteira  naõ podem <Rasura> reclamarem de  cantadas no carnaval. 70% dos homens  acham que mulheres ficam <Rasura> felizes por  receberem uma cantada ou sofrem chamadas  de ""gostosas"". Precisamos por um fim nisto  os homens têm que parar com todo esse  machismo e parar para pensar que nós  naõ somos inferior e submissas á nin-  guém. E que também podemos falar sobre  o que nós quisermos. Somos livres para falar-  mos e expressarmos nossas opiniões. Mesmo  que os homens pensem que lugar de Mulher  é na cozinha, que dirige mal entre outros  comentarios ofensivos (machistas). Sou mulher, naõ  quero ser vista como objeto, e naõ quero  ser julgada ao sair de casa. O corpo é meu, a  decisão é minha. Se digo ""não"" é ""não"" e pronto.",Transcrição mockada para 4
5,2,"O carnaval é uma das festas mais populares e aguardadas do Brasil.  Com suas cores, musicas, de desfiles a <Rasura> afros pessoas de todos os can-  -ntos do pais e do mundo, que se Juntam para celebrar a alegria  e a cultura Brasileira. Infelismente, apesar de toda a sua beleza e  animaçaõ. o carnaval ainda é marcado pelo machismo e objetifica-  çaõ da mulher.   Durante o carnaval, é comum vernos mulheres sendo tratadas  como objetos sexuais, exibindo seus corpos em fantasias ousadas  e sendo assediadas nas ruas e nos blocos. Alem disso, a  presença de letras de músicas que fazem apología ao estrupo  e a violencia contra mulheres e ainda mais preocupante. tudo  isso conlribui para perpetuar a cultura do machismo e da  misoginia.   É importante ressaltar que essa culura não é esclusiva do carna  -val, mas sim uma questão social que precisa ser combatida em  todas as esferas, no entanto, o carnaval como festa que celebra  a alegria e a diversidade, deveria ser um espaço livre de violê-  -ncia e opressão.   Para mulher essa realidade é <Rasura> que todos nós homens e  mulheres nos unamos em defesa dos direitos das mulheres e ingual  -dade de genero. É preciso conscientizar as pessoas sobre a importa-  ncia do respeito mútuo e da não objelificacão da mulher e lambem <Ilegível>  a combater o <Ilegível> e a violência sexial.",Transcrição mockada para 5
